track_id,split,genre_top,genre_id,audio_path,mel_path
546,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000546.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000546.npy
574,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000574.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000574.npy
602,validation,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000602.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000602.npy
615,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000615.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000615.npy
620,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000620.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000620.npy
621,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000621.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000621.npy
625,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000625.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000625.npy
666,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000666.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000666.npy
667,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000667.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000667.npy
676,training,Hip-Hop,3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000676.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000676.npy
690,validation,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000690.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000690.npy
694,training,Hip-Hop,3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000694.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000694.npy
695,training,Hip-Hop,3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000695.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000695.npy
704,test,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000704.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000704.npy
705,test,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000705.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000705.npy
706,test,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000706.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000706.npy
707,test,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000707.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000707.npy
708,test,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000708.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000708.npy
709,test,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000709.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000709.npy
714,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000714.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000714.npy
715,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000715.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000715.npy
716,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000716.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000716.npy
718,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000718.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000718.npy
777,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000777.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000777.npy
814,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000814.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000814.npy
821,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000821.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000821.npy
822,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000822.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000822.npy
825,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000825.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000825.npy
853,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000853.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000853.npy
890,test,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000890.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000890.npy
892,test,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000892.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000892.npy
897,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000897.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000897.npy
993,validation,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000993.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000993.npy
995,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000995.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000995.npy
997,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000997.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000997.npy
998,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/000/000998.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/000998.npy
1039,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001039.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001039.npy
1040,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001040.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001040.npy
1066,test,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001066.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001066.npy
1069,test,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001069.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001069.npy
1073,test,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001073.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001073.npy
1075,test,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001075.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001075.npy
1082,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001082.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001082.npy
1083,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001083.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001083.npy
1087,validation,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001087.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001087.npy
1102,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001102.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001102.npy
1193,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001193.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001193.npy
1195,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001195.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001195.npy
1196,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001196.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001196.npy
1197,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001197.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001197.npy
1249,test,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001249.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001249.npy
1259,test,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001259.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001259.npy
1270,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001270.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001270.npy
1276,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001276.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001276.npy
1277,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001277.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001277.npy
1278,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001278.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001278.npy
1417,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001417.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001417.npy
1427,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001427.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001427.npy
1443,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001443.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001443.npy
1482,training,Electronic,0,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001482.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001482.npy
1510,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001510.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001510.npy
1544,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001544.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001544.npy
1642,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001642.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001642.npy
1644,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001644.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001644.npy
1649,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001649.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001649.npy
1661,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001661.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001661.npy
1663,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001663.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001663.npy
1666,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001666.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001666.npy
1673,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001673.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001673.npy
1680,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001680.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001680.npy
1681,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001681.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001681.npy
1682,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001682.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001682.npy
1683,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001683.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001683.npy
1684,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001684.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001684.npy
1685,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001685.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001685.npy
1686,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001686.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001686.npy
1687,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001687.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001687.npy
1688,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001688.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001688.npy
1689,training,International,5,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001689.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001689.npy
1701,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001701.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001701.npy
1702,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001702.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001702.npy
1703,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001703.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001703.npy
1704,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001704.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001704.npy
1706,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001706.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001706.npy
1720,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001720.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001720.npy
1732,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001732.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001732.npy
1733,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001733.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001733.npy
1735,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001735.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001735.npy
1736,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001736.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001736.npy
1883,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001883.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001883.npy
1891,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001891.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001891.npy
1893,validation,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001893.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001893.npy
1924,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001924.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001924.npy
1925,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001925.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001925.npy
1929,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001929.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001929.npy
1930,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/001/001930.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/001930.npy
2012,validation,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/002/002012.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/002012.npy
2096,training,Experimental,1,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/002/002096.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/002096.npy
2097,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/002/002097.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/002097.npy
2099,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/002/002099.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/002099.npy
3263,validation,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003263.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003263.npy
3264,validation,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003264.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003264.npy
3265,validation,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003265.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003265.npy
3266,validation,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003266.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003266.npy
3270,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003270.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003270.npy
3271,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003271.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003271.npy
3272,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003272.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003272.npy
3273,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003273.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003273.npy
3274,training,Folk,2,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003274.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003274.npy
3492,training,Rock,7,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003492.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003492.npy
3532,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003532.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003532.npy
3533,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003533.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003533.npy
3534,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003534.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003534.npy
3535,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003535.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003535.npy
3537,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003537.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003537.npy
3538,training,Pop,6,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/fma_small/003/003538.mp3,/Users/liliancazeres/Desktop/CS/Deep Learning/Projet/data/mels/003538.npy
